r_id,pais,ed,jc10,aoj11,q1,aoj12,b18,infrax,e16,aoj22,q3c,q5b,q10new_14,etid,vic1ext,vicbar7
21837,Jamaica,3,0,Very Safe,Male,A lot,3,Between 10 and 30 minutes,1,Increase punishment of criminal,Traditional or Native Religion,Not Important at All,NA,Black,0,0
21838,Jamaica,11,1,Very Safe,Male,Some,1,More than 30 minutes and up to an hour,10,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,11,Black,0,0
21839,Jamaica,13,1,Somewhat Unsafe,Male,None,1,Between 10 and 30 minutes,10,Don't Know,Non-Christian Eastern Religion,Somewhat Important,NA,Black,0,0
21840,Jamaica,6,0,Somewhat Safe,Male,Some,3,More than 3 hours,10,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,3,Black,0,0
21841,Jamaica,9,0,Very Safe,Female,A lot,6,More than 30 minutes and up to an hour,1,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,4,Black,0,0
21842,Jamaica,11,1,Somewhat Safe,Female,Some,3,More than 30 minutes and up to an hour,3,Implement preventative measures,Traditional or Native Religion,Not Very Important,NA,Black,0,0
21843,Jamaica,11,0,Somewhat Safe,Male,Don't Know,3,More than 30 minutes and up to an hour,3,Increase punishment of criminal,Evangelical and Protestant,Very Important,10,Black,0,0
21844,Jamaica,11,0,Very Safe,Female,Some,5,More than 1 hour and up to 3 hours,8,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,0,Black,0,0
21845,Jamaica,7,1,Somewhat Unsafe,Female,A lot,3,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,3,Black,0,0
21846,Jamaica,11,0,Very Safe,Female,Some,1,Between 10 and 30 minutes,5,Implement preventative measures,Evangelical and Protestant,Very Important,8,Black,0,1
21847,Jamaica,16,1,Somewhat Unsafe,Male,Some,1,More than 1 hour and up to 3 hours,3,Implement preventative measures,Evangelical and Protestant,Very Important,10,Black,0,1
21848,Jamaica,13,1,Somewhat Safe,Male,Some,1,Between 10 and 30 minutes,1,Both,Evangelical and Protestant,Somewhat Important,11,Mulatto,0,0
21849,Jamaica,1,1,Very Safe,Female,No Response,1,Between 10 and 30 minutes,1,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,1,Black,0,0
21850,Jamaica,9,0,Very Unsafe,Female,A lot,7,Between 10 and 30 minutes,2,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,0
21851,Jamaica,11,0,Very Safe,Female,None,2,Between 10 and 30 minutes,1,Implement preventative measures,Evangelical and Protestant,Very Important,10,Black,0,0
21852,Jamaica,11,0,Somewhat Safe,Male,None,7,More than 1 hour and up to 3 hours,10,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,0
21853,Jamaica,10,1,Somewhat Safe,Female,A lot,7,Less than 10 minutes,10,Both,Evangelical and Protestant,Very Important,4,Black,0,0
21854,Jamaica,9,0,Very Safe,Male,Some,6,Between 10 and 30 minutes,1,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,NA,Black,0,1
21855,Jamaica,11,0,Very Safe,Male,Some,4,More than 30 minutes and up to an hour,1,Implement preventative measures,Evangelical and Protestant,Very Important,3,Black,0,0
21856,Jamaica,11,0,Very Safe,Female,A lot,3,Between 10 and 30 minutes,1,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,6,Black,0,0
21857,Jamaica,10,1,Very Safe,Male,Little,1,Between 10 and 30 minutes,9,Increase punishment of criminal,Evangelical and Protestant,Very Important,10,Black,0,1
21858,Jamaica,11,1,Don't Know,Female,Little,4,More than 30 minutes and up to an hour,1,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,2,Black,0,0
21859,Jamaica,13,0,Very Safe,Male,None,1,More than 3 hours,7,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Not Very Important,6,Black,0,0
21860,Jamaica,13,1,Very Safe,Female,Some,1,More than 3 hours,3,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,14,Black,1,1
21861,Jamaica,3,1,Very Safe,Female,Little,1,Less than 10 minutes,10,Increase punishment of criminal,Evangelical and Protestant,Very Important,11,Black,0,0
21862,Jamaica,11,1,Somewhat Unsafe,Female,Little,2,More than 1 hour and up to 3 hours,5,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,7,Black,0,1
21863,Jamaica,3,1,Very Safe,Male,A lot,1,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,0
21864,Jamaica,9,1,Somewhat Unsafe,Female,Some,2,More than 30 minutes and up to an hour,5,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,0
21865,Jamaica,3,1,Very Safe,Male,Don't Know,4,Between 10 and 30 minutes,2,Increase punishment of criminal,No Response,Not Important at All,NA,Black,0,0
21866,Jamaica,11,1,Very Safe,Female,None,5,Less than 10 minutes,3,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,1,Black,0,1
21867,Jamaica,11,0,Very Safe,Female,None,1,More than 3 hours,5,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,11,Black,0,0
21868,Jamaica,16,0,Somewhat Safe,Female,Little,NA,Less than 10 minutes,5,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,NA,Mulatto,0,0
21869,Jamaica,11,1,Somewhat Safe,Male,None,1,More than 30 minutes and up to an hour,10,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,4,Black,0,0
21870,Jamaica,11,0,Somewhat Unsafe,Male,Little,NA,More than 30 minutes and up to an hour,2,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,10,Black,0,1
21871,Jamaica,9,1,Very Safe,Male,None,6,Less than 10 minutes,8,Implement preventative measures,Evangelical and Protestant,Very Important,5,Black,0,0
21872,Jamaica,11,0,Very Safe,Male,Some,4,More than 30 minutes and up to an hour,5,Implement preventative measures,Evangelical and Protestant,Very Important,10,Black,0,0
21873,Jamaica,11,0,Somewhat Safe,Female,Some,4,More than 30 minutes and up to an hour,1,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,1
21874,Jamaica,6,1,Somewhat Safe,Female,Some,5,More than 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,2,Black,0,1
21875,Jamaica,4,1,Very Safe,Male,A lot,3,More than 1 hour and up to 3 hours,10,Implement preventative measures,Agnostic or Atheist (Does not believe in God),Not Important at All,3,Black,0,1
21876,Jamaica,13,0,Somewhat Safe,Male,Some,1,More than 30 minutes and up to an hour,1,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,4,Black,0,0
21877,Jamaica,9,1,Very Safe,Male,Little,1,More than 3 hours,10,Increase punishment of criminal,Traditional or Native Religion,Very Important,5,Black,0,0
21878,Jamaica,11,1,Very Unsafe,Male,Little,3,[Don't Read] There are no police/they would not come,7,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,1,Black,0,0
21879,Jamaica,11,1,Very Safe,Male,Little,1,More than 30 minutes and up to an hour,1,Increase punishment of criminal,No Response,Not Very Important,NA,Black,0,0
21880,Jamaica,11,1,Somewhat Safe,Male,Little,1,More than 3 hours,10,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,1,0
21881,Jamaica,15,1,Somewhat Safe,Female,Some,5,Between 10 and 30 minutes,5,Implement preventative measures,Evangelical and Protestant,Very Important,NA,Black,0,0
21882,Jamaica,NA,0,Somewhat Unsafe,Female,Some,5,Less than 10 minutes,5,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,1
21883,Jamaica,11,1,Somewhat Safe,Female,None,5,More than 1 hour and up to 3 hours,1,Both,Evangelical and Protestant,Very Important,6,Black,1,0
21884,Jamaica,11,0,Somewhat Safe,Female,A lot,1,More than 3 hours,10,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,11,Black,0,0
21885,Jamaica,10,1,Somewhat Safe,Female,A lot,1,More than 30 minutes and up to an hour,5,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,0
21886,Jamaica,6,1,Somewhat Safe,Male,Some,5,More than 30 minutes and up to an hour,2,Implement preventative measures,Evangelical and Protestant,Not Very Important,NA,Black,0,1
21887,Jamaica,2,1,Somewhat Unsafe,Male,Little,3,More than 3 hours,4,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,13,Black,0,1
21888,Jamaica,11,0,Somewhat Safe,Male,Some,1,More than 3 hours,1,Implement preventative measures,Evangelical and Protestant,Very Important,NA,Black,0,1
21889,Jamaica,10,1,Very Safe,Female,Some,3,More than 3 hours,6,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,9,Black,0,0
21890,Jamaica,11,1,Very Safe,Female,Some,4,More than 30 minutes and up to an hour,6,Implement preventative measures,Agnostic or Atheist (Does not believe in God),Not Very Important,7,Black,0,1
21891,Jamaica,11,0,Somewhat Unsafe,Male,Little,2,More than 30 minutes and up to an hour,6,Both,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,11,Black,0,NA
21892,Jamaica,11,1,Very Safe,Male,Some,4,More than 1 hour and up to 3 hours,6,Increase punishment of criminal,Evangelical and Protestant,Very Important,10,Black,0,0
21893,Jamaica,4,1,Somewhat Safe,Male,A lot,5,More than 30 minutes and up to an hour,1,Both,Evangelical and Protestant,Very Important,7,Black,0,1
21894,Jamaica,10,1,Very Safe,Male,Little,5,More than 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,0
21895,Jamaica,11,0,Somewhat Unsafe,Male,Little,3,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,9,Black,1,0
21896,Jamaica,10,1,Very Safe,Male,Some,7,More than 30 minutes and up to an hour,1,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,8,Black,0,0
21897,Jamaica,11,1,Very Safe,Female,A lot,5,More than 1 hour and up to 3 hours,10,Increase punishment of criminal,Evangelical and Protestant,Very Important,7,Mulatto,0,0
21898,Jamaica,11,1,Somewhat Unsafe,Male,None,3,Between 10 and 30 minutes,10,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,0
21899,Jamaica,11,0,Somewhat Safe,Male,None,4,Between 10 and 30 minutes,5,Increase punishment of criminal,Catholic,Somewhat Important,9,Black,0,0
21900,Jamaica,9,NA,Somewhat Safe,Female,Little,2,Less than 10 minutes,5,Both,Evangelical and Protestant,Very Important,NA,Black,0,1
21901,Jamaica,3,1,Very Safe,Male,None,7,Between 10 and 30 minutes,10,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,8,Black,0,1
21902,Jamaica,11,0,Somewhat Safe,Female,Some,2,More than 3 hours,1,Both,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,10,Black,0,1
21903,Jamaica,11,1,Very Safe,Male,Some,4,Less than 10 minutes,8,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,13,Mulatto,0,0
21904,Jamaica,11,0,Very Unsafe,Male,None,1,More than 1 hour and up to 3 hours,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,7,Black,0,1
21905,Jamaica,17,0,Somewhat Safe,Male,None,1,More than 30 minutes and up to an hour,1,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,0
21906,Jamaica,9,1,Somewhat Safe,Female,None,2,More than 1 hour and up to 3 hours,9,Increase punishment of criminal,Catholic,Somewhat Important,0,Black,0,1
21907,Jamaica,11,1,Somewhat Safe,Female,Little,3,Between 10 and 30 minutes,10,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Not Very Important,13,Black,0,0
21908,Jamaica,11,1,Very Safe,Male,A lot,5,More than 3 hours,8,Both,Evangelical and Protestant,Very Important,6,Mulatto,0,0
21909,Jamaica,15,0,Somewhat Safe,Male,Little,1,More than 3 hours,2,Implement preventative measures,Traditional or Native Religion,Very Important,NA,Black,0,1
21910,Jamaica,11,0,Somewhat Unsafe,Male,Some,4,More than 3 hours,5,Implement preventative measures,Evangelical and Protestant,Very Important,10,Black,0,1
21911,Jamaica,11,1,Very Unsafe,Male,A lot,7,More than 3 hours,2,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,6,Black,0,0
21912,Jamaica,11,1,Somewhat Unsafe,Male,None,4,More than 1 hour and up to 3 hours,5,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,11,Mulatto,0,NA
21913,Jamaica,11,NA,Somewhat Unsafe,Female,Don't Know,3,More than 30 minutes and up to an hour,10,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,5,Black,0,0
21914,Jamaica,8,1,Somewhat Safe,Male,Some,6,Don't Know,10,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,NA,Black,1,1
21915,Jamaica,10,0,Very Safe,Male,Some,5,Less than 10 minutes,9,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,0
21916,Jamaica,9,0,Somewhat Unsafe,Female,Some,1,Between 10 and 30 minutes,1,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,6,Black,0,0
21917,Jamaica,11,1,Very Safe,Male,Some,6,Between 10 and 30 minutes,5,Implement preventative measures,Evangelical and Protestant,Very Important,NA,Other,0,0
21918,Jamaica,11,1,Somewhat Safe,Female,A lot,2,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,0,Black,0,0
21919,Jamaica,9,1,Somewhat Safe,Male,A lot,4,Between 10 and 30 minutes,3,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,0
21920,Jamaica,11,1,Somewhat Safe,Male,Little,1,[Don't Read] There are no police/they would not come,10,Implement preventative measures,Non-Christian Eastern Religion,Somewhat Important,11,Black,0,1
21921,Jamaica,11,1,Very Safe,Female,Little,3,More than 1 hour and up to 3 hours,2,Implement preventative measures,Evangelical and Protestant,Very Important,NA,Black,0,1
21922,Jamaica,6,0,Very Safe,Female,Some,1,More than 3 hours,6,Both,Evangelical and Protestant,Very Important,11,Black,0,0
21923,Jamaica,11,0,Somewhat Safe,Female,Some,4,Don't Know,3,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,NA,Black,0,1
21924,Jamaica,11,1,Very Safe,Female,A lot,3,Less than 10 minutes,9,Increase punishment of criminal,Evangelical and Protestant,Very Important,10,Black,0,0
21925,Jamaica,11,0,Very Safe,Male,Little,4,Between 10 and 30 minutes,9,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,9,Black,0,NA
21926,Jamaica,12,0,Very Safe,Female,Little,3,More than 30 minutes and up to an hour,6,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,0
21927,Jamaica,14,0,Very Safe,Female,Some,3,More than 1 hour and up to 3 hours,5,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,5,Mulatto,0,1
21928,Jamaica,9,0,Somewhat Safe,Male,Some,4,More than 3 hours,2,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,14,Black,0,0
21929,Jamaica,11,0,Very Safe,Female,A lot,1,Don't Know,1,Increase punishment of criminal,Jehovah's Witness,Very Important,NA,Black,0,0
21930,Jamaica,11,1,Somewhat Unsafe,Male,None,1,More than 1 hour and up to 3 hours,7,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,9,Black,0,0
21931,Jamaica,9,1,Very Safe,Male,None,5,Between 10 and 30 minutes,7,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,3,Black,0,0
21932,Jamaica,12,0,Somewhat Unsafe,Male,Little,3,More than 1 hour and up to 3 hours,6,Both,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,13,Indian,0,1
21933,Jamaica,2,0,Very Safe,Male,A lot,7,More than 30 minutes and up to an hour,1,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,1,0
21934,Jamaica,1,1,Very Safe,Male,Some,2,Between 10 and 30 minutes,1,Implement preventative measures,No Response,No Response,NA,Black,0,0
21935,Jamaica,11,1,Very Safe,Female,Some,4,More than 30 minutes and up to an hour,9,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,0,Black,0,1
21936,Jamaica,10,0,Very Safe,Female,Don't Know,3,[Don't Read] There are no police/they would not come,3,Increase punishment of criminal,Jehovah's Witness,Very Important,NA,Indian,0,0
21937,Jamaica,11,0,Very Safe,Female,Little,2,More than 3 hours,2,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,3,Black,0,0
21938,Jamaica,10,0,Very Safe,Male,Some,1,Between 10 and 30 minutes,1,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,0,Mulatto,0,0
21939,Jamaica,17,NA,Somewhat Safe,Female,Some,NA,Between 10 and 30 minutes,NA,Both,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,0
21940,Jamaica,10,1,Somewhat Safe,Female,A lot,1,Between 10 and 30 minutes,9,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,11,Black,0,0
21941,Jamaica,6,0,Somewhat Safe,Male,Little,3,More than 30 minutes and up to an hour,1,No Response,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,0
21942,Jamaica,13,1,Very Safe,Male,None,2,More than 1 hour and up to 3 hours,5,Implement preventative measures,Agnostic or Atheist (Does not believe in God),Not Important at All,16,Black,1,0
21943,Jamaica,6,0,Very Safe,Female,A lot,1,Between 10 and 30 minutes,1,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,3,Black,0,1
21944,Jamaica,10,0,Somewhat Unsafe,Female,None,3,More than 3 hours,3,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,NA,Indian,0,0
21945,Jamaica,11,0,Very Safe,Male,Little,5,More than 1 hour and up to 3 hours,10,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Not Very Important,NA,Black,0,0
21946,Jamaica,12,0,Very Safe,Female,Some,1,More than 1 hour and up to 3 hours,10,Increase punishment of criminal,Evangelical and Protestant,Very Important,5,Black,0,0
21947,Jamaica,13,1,Somewhat Safe,Female,Little,3,Between 10 and 30 minutes,6,Increase punishment of criminal,No Response,Very Important,12,Black,0,0
21948,Jamaica,6,1,Somewhat Safe,Female,Some,3,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,0
21949,Jamaica,11,1,Very Safe,Female,Don't Know,3,More than 30 minutes and up to an hour,10,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,NA,Black,0,1
21950,Jamaica,1,0,Very Safe,Male,Some,1,Between 10 and 30 minutes,8,Increase punishment of criminal,No Response,No Response,2,Black,0,0
21951,Jamaica,16,0,Somewhat Safe,Male,Little,4,More than 30 minutes and up to an hour,3,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,15,Black,1,0
21952,Jamaica,11,1,Somewhat Unsafe,Female,Some,4,Less than 10 minutes,1,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,7,Black,0,1
21953,Jamaica,11,1,Very Unsafe,Female,A lot,4,More than 1 hour and up to 3 hours,10,Increase punishment of criminal,Evangelical and Protestant,Very Important,13,Black,0,0
21954,Jamaica,11,0,Somewhat Safe,Female,Little,2,More than 30 minutes and up to an hour,6,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,6,Mulatto,0,0
21955,Jamaica,11,0,Somewhat Safe,Male,Little,3,Less than 10 minutes,2,Implement preventative measures,Traditional or Native Religion,Very Important,7,Black,0,0
21956,Jamaica,11,0,Somewhat Safe,Female,Some,3,More than 30 minutes and up to an hour,1,Don't Know,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,11,Black,0,0
21957,Jamaica,11,1,Somewhat Safe,Male,Some,2,More than 1 hour and up to 3 hours,5,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,7,Black,0,1
21958,Jamaica,13,1,Somewhat Safe,Male,Little,3,Between 10 and 30 minutes,7,Increase punishment of criminal,Evangelical and Protestant,Very Important,9,Black,0,0
21959,Jamaica,11,1,Very Safe,Male,None,1,More than 1 hour and up to 3 hours,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,2,Black,0,0
21960,Jamaica,11,0,Very Safe,Female,A lot,7,Between 10 and 30 minutes,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,10,Black,0,1
21961,Jamaica,11,1,Very Unsafe,Female,None,2,More than 1 hour and up to 3 hours,1,Both,Evangelical and Protestant,Very Important,9,Mulatto,0,1
21962,Jamaica,6,1,Very Safe,Male,A lot,5,Between 10 and 30 minutes,4,Increase punishment of criminal,Catholic,Very Important,3,Black,0,0
21963,Jamaica,13,0,Very Safe,Male,Some,1,More than 3 hours,10,Increase punishment of criminal,Evangelical and Protestant,Not Very Important,NA,Black,1,0
21964,Jamaica,11,1,Somewhat Safe,Male,A lot,6,Between 10 and 30 minutes,3,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,1,0
21965,Jamaica,5,0,Very Safe,Female,Little,5,More than 30 minutes and up to an hour,10,Increase punishment of criminal,Evangelical and Protestant,Very Important,4,Black,0,0
21966,Jamaica,9,1,Very Unsafe,Female,Little,3,More than 30 minutes and up to an hour,1,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,2,Black,0,1
21967,Jamaica,11,1,Somewhat Safe,Female,Some,3,More than 30 minutes and up to an hour,5,Both,Evangelical and Protestant,Very Important,2,Black,0,0
21968,Jamaica,3,0,Very Safe,Female,A lot,4,Between 10 and 30 minutes,8,Increase punishment of criminal,Evangelical and Protestant,Very Important,3,Black,0,0
21969,Jamaica,16,0,Somewhat Safe,Male,Some,3,More than 3 hours,2,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,7,Black,0,0
21970,Jamaica,4,0,Somewhat Safe,Female,Some,2,Don't Know,2,Don't Know,Evangelical and Protestant,Very Important,6,Black,1,0
21971,Jamaica,7,NA,Very Safe,Female,A lot,3,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Not Very Important,4,Black,0,0
21972,Jamaica,11,1,Somewhat Safe,Female,Little,5,Between 10 and 30 minutes,2,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,4,Black,0,0
21973,Jamaica,16,1,Very Safe,Female,Some,5,Between 10 and 30 minutes,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,14,Black,0,0
21974,Jamaica,11,1,Somewhat Safe,Female,Some,5,Less than 10 minutes,1,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,4,Mulatto,1,0
21975,Jamaica,11,1,Very Safe,Male,A lot,5,Between 10 and 30 minutes,1,Implement preventative measures,Evangelical and Protestant,Very Important,14,Black,0,0
21976,Jamaica,9,0,Somewhat Safe,Female,Little,3,More than 30 minutes and up to an hour,7,Both,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,16,Indian,0,0
21977,Jamaica,11,1,Very Safe,Male,A lot,3,More than 1 hour and up to 3 hours,5,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,NA,Black,0,0
21978,Jamaica,10,1,Somewhat Safe,Female,A lot,3,More than 3 hours,3,Increase punishment of criminal,Evangelical and Protestant,Not Very Important,10,Black,0,NA
21979,Jamaica,11,0,Somewhat Safe,Male,A lot,3,More than 1 hour and up to 3 hours,3,Implement preventative measures,Evangelical and Protestant,Very Important,8,Black,0,1
21980,Jamaica,6,0,Very Safe,Female,Some,5,More than 30 minutes and up to an hour,1,Both,Evangelical and Protestant,Very Important,5,Black,0,0
21981,Jamaica,11,0,Very Safe,Male,Little,4,Between 10 and 30 minutes,5,Implement preventative measures,Evangelical and Protestant,Very Important,10,Black,0,0
21982,Jamaica,10,0,Somewhat Unsafe,Female,Little,1,More than 3 hours,10,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,5,Black,0,1
21983,Jamaica,13,1,Somewhat Safe,Female,Some,3,More than 1 hour and up to 3 hours,1,Implement preventative measures,Evangelical and Protestant,Very Important,8,Black,0,0
21984,Jamaica,11,1,Somewhat Safe,Female,Little,1,Don't Know,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,0
21985,Jamaica,15,0,Very Safe,Female,Little,2,More than 1 hour and up to 3 hours,5,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,14,Black,0,0
21986,Jamaica,15,0,Somewhat Safe,Female,Some,1,More than 3 hours,1,Implement preventative measures,Evangelical and Protestant,Very Important,11,Black,0,1
21987,Jamaica,11,0,Somewhat Safe,Female,Little,4,Less than 10 minutes,9,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,1
21988,Jamaica,9,0,Somewhat Safe,Male,None,5,Between 10 and 30 minutes,3,Increase punishment of criminal,Jehovah's Witness,Very Important,NA,Black,0,0
21989,Jamaica,11,0,Somewhat Unsafe,Female,A lot,4,More than 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,4,Other,0,1
21990,Jamaica,14,1,Very Safe,Female,A lot,NA,Between 10 and 30 minutes,NA,Increase punishment of criminal,Evangelical and Protestant,Very Important,10,Black,0,0
21991,Jamaica,9,0,Somewhat Safe,Male,Some,3,Between 10 and 30 minutes,1,Implement preventative measures,Evangelical and Protestant,Very Important,7,Black,1,0
21992,Jamaica,6,0,Very Safe,Male,None,1,Between 10 and 30 minutes,1,Implement preventative measures,Evangelical and Protestant,Very Important,8,Black,0,0
21993,Jamaica,9,1,Very Safe,Male,Some,1,More than 1 hour and up to 3 hours,10,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,7,Black,0,1
21994,Jamaica,11,0,Very Safe,Female,Some,5,More than 30 minutes and up to an hour,6,Increase punishment of criminal,Don't Know,Somewhat Important,NA,Black,0,0
21995,Jamaica,4,0,Somewhat Safe,Male,Little,2,More than 30 minutes and up to an hour,3,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,5,Black,0,0
21996,Jamaica,8,0,Very Safe,Female,None,7,Between 10 and 30 minutes,2,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,0
21997,Jamaica,11,1,Somewhat Safe,Female,Some,6,More than 1 hour and up to 3 hours,1,Implement preventative measures,Evangelical and Protestant,Somewhat Important,13,Black,0,0
