r_id,pais,ur,q2,q1,clien1,ed,tamano,cp5,cp8,cp9,cp13,q10
18624,Brazil,Rural,36,Female,Nunca,11,National Capital (Metropolitan area),3,3,4,3,2
18625,Brazil,Urban,28,Female,Rara vez,11,Large City,4,4,4,4,3
18626,Brazil,Urban,18,Male,Not Applicable,10,National Capital (Metropolitan area),4,4,4,4,2
18627,Brazil,Urban,51,Male,Nunca,4,Large City,3,4,4,4,4
18628,Brazil,Urban,18,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,3
18629,Brazil,Urban,30,Male,Nunca,4,Small City,4,4,4,4,2
18630,Brazil,Urban,27,Female,Nunca,11,Medium City,4,4,4,4,3
18631,Brazil,Urban,65,Male,Nunca,10,Small City,NA,2,2,2,0
18632,Brazil,Urban,45,Female,Not Applicable,6,Medium City,2,4,4,4,2
18633,Brazil,Urban,31,Female,Nunca,13,Large City,4,4,4,4,3
18634,Brazil,Urban,37,Female,Nunca,11,Large City,4,4,4,4,4
18635,Brazil,Urban,24,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,3,2
18636,Brazil,Rural,39,Female,Nunca,3,Medium City,4,4,4,4,1
18637,Brazil,Rural,28,Female,Rara vez,5,Small City,4,4,4,4,1
18638,Brazil,Urban,48,Female,Nunca,4,Small City,4,2,2,2,2
18639,Brazil,Urban,18,Female,Nunca,6,National Capital (Metropolitan area),4,4,4,4,1
18640,Brazil,Rural,57,Male,Nunca,8,Small City,4,4,4,4,2
18641,Brazil,Urban,63,Male,Nunca,3,National Capital (Metropolitan area),4,4,4,4,1
18642,Brazil,Urban,27,Male,Frecuentemente,11,National Capital (Metropolitan area),4,4,4,3,4
18643,Brazil,Urban,18,Male,Nunca,10,National Capital (Metropolitan area),4,4,4,4,1
18644,Brazil,Urban,35,Female,Nunca,10,Small City,4,4,4,4,NA
18645,Brazil,Urban,19,Male,Nunca,10,Large City,4,4,4,4,2
18646,Brazil,Urban,55,Male,Nunca,6,Large City,4,4,4,4,1
18647,Brazil,Urban,34,Male,Nunca,NA,Small City,4,4,4,4,2
18648,Brazil,Urban,49,Female,Frecuentemente,3,Large City,4,4,4,4,2
18649,Brazil,Urban,31,Female,Rara vez,9,National Capital (Metropolitan area),3,3,4,4,NA
18650,Brazil,Urban,59,Male,Nunca,11,National Capital (Metropolitan area),3,4,4,4,4
18651,Brazil,Urban,40,Female,Nunca,4,National Capital (Metropolitan area),4,4,4,4,2
18652,Brazil,Urban,68,Female,Nunca,11,Medium City,1,3,4,4,3
18653,Brazil,Urban,60,Male,Rara vez,10,National Capital (Metropolitan area),4,3,4,4,6
18654,Brazil,Urban,40,Male,Rara vez,14,National Capital (Metropolitan area),4,4,4,4,9
18655,Brazil,Rural,25,Male,Nunca,7,Large City,4,4,4,4,1
18656,Brazil,Rural,42,Female,Rara vez,5,Small City,2,2,4,4,2
18657,Brazil,Urban,70,Female,Nunca,4,National Capital (Metropolitan area),4,4,4,4,1
18658,Brazil,Urban,26,Female,Nunca,9,Medium City,4,3,4,4,1
18659,Brazil,Urban,20,Male,Rara vez,4,Large City,3,3,4,4,1
18660,Brazil,Urban,30,Female,Nunca,14,National Capital (Metropolitan area),4,4,4,4,3
18661,Brazil,Rural,34,Male,Nunca,5,Small City,4,4,4,4,4
18662,Brazil,Urban,58,Male,Not Applicable,4,Small City,4,4,3,4,2
18663,Brazil,Urban,39,Female,Rara vez,5,Medium City,4,4,4,4,2
18664,Brazil,Urban,18,Female,Nunca,11,Medium City,4,4,4,4,1
18665,Brazil,Rural,24,Male,Nunca,9,Small City,2,3,4,4,1
18666,Brazil,Urban,21,Male,Nunca,11,Large City,4,4,4,4,2
18667,Brazil,Urban,18,Female,Rara vez,11,Medium City,4,4,4,4,1
18668,Brazil,Urban,51,Female,Nunca,0,Medium City,4,4,4,4,1
18669,Brazil,Urban,39,Male,Nunca,12,Medium City,4,4,4,4,2
18670,Brazil,Urban,25,Female,Frecuentemente,5,National Capital (Metropolitan area),4,4,4,4,2
18671,Brazil,Urban,80,Male,Nunca,4,National Capital (Metropolitan area),4,2,4,2,2
18672,Brazil,Urban,33,Male,Nunca,11,Large City,4,4,4,4,2
18673,Brazil,Urban,60,Female,Nunca,4,Large City,4,4,4,4,1
18674,Brazil,Urban,23,Female,Nunca,11,Small City,4,4,4,4,1
18675,Brazil,Urban,38,Female,Nunca,5,Small City,3,3,4,3,3
18676,Brazil,Urban,28,Female,Frecuentemente,11,National Capital (Metropolitan area),4,4,4,4,2
18677,Brazil,Urban,48,Female,Nunca,8,Medium City,4,2,4,2,2
18678,Brazil,Urban,35,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,4,2
18679,Brazil,Urban,26,Female,Not Applicable,8,Small City,4,4,4,4,1
18680,Brazil,Urban,18,Male,Nunca,8,National Capital (Metropolitan area),4,4,4,4,2
18681,Brazil,Urban,18,Female,Nunca,10,National Capital (Metropolitan area),4,4,4,4,5
18682,Brazil,Urban,28,Male,Nunca,8,Small City,4,4,4,4,4
18683,Brazil,Urban,37,Female,Frecuentemente,15,National Capital (Metropolitan area),1,1,1,1,5
18684,Brazil,Urban,65,Female,Nunca,9,National Capital (Metropolitan area),1,4,4,4,3
18685,Brazil,Rural,50,Male,Rara vez,1,Medium City,4,4,4,4,2
18686,Brazil,Urban,31,Female,Nunca,11,Large City,4,4,4,4,2
18687,Brazil,Urban,46,Male,Nunca,15,Large City,4,4,4,4,6
18688,Brazil,Urban,25,Male,Nunca,13,National Capital (Metropolitan area),4,4,4,4,6
18689,Brazil,Urban,74,Female,Nunca,15,Large City,2,4,4,4,4
18690,Brazil,Urban,53,Male,Nunca,3,National Capital (Metropolitan area),4,4,4,4,1
18691,Brazil,Urban,68,Female,Nunca,5,National Capital (Metropolitan area),4,4,4,4,3
18692,Brazil,Urban,67,Male,Nunca,15,Large City,1,4,4,4,NA
18693,Brazil,Urban,64,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,4
18694,Brazil,Urban,23,Female,Nunca,11,Large City,3,3,4,4,3
18695,Brazil,Urban,23,Male,Nunca,9,Small City,4,4,4,4,2
18696,Brazil,Urban,45,Male,Nunca,NA,Small City,1,4,4,4,3
18697,Brazil,Urban,37,Female,Nunca,17,National Capital (Metropolitan area),4,4,4,4,4
18698,Brazil,Urban,59,Female,Nunca,15,National Capital (Metropolitan area),4,4,4,4,5
18699,Brazil,Urban,26,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,2
18700,Brazil,Urban,31,Female,Nunca,10,National Capital (Metropolitan area),4,4,4,4,3
18701,Brazil,Rural,24,Female,Rara vez,8,Small City,4,4,3,4,1
18702,Brazil,Urban,42,Female,Nunca,0,Small City,4,2,2,2,1
18703,Brazil,Urban,30,Female,Nunca,4,Medium City,4,4,4,4,2
18704,Brazil,Rural,27,Female,Nunca,11,Small City,4,4,4,4,2
18705,Brazil,Urban,69,Female,Nunca,4,Large City,4,4,4,4,4
18706,Brazil,Urban,40,Male,Nunca,2,National Capital (Metropolitan area),2,2,1,4,3
18707,Brazil,Urban,56,Female,Nunca,8,Large City,2,2,4,3,6
18708,Brazil,Urban,39,Female,Nunca,7,Large City,4,4,4,4,2
18709,Brazil,Urban,43,Male,Nunca,4,National Capital (Metropolitan area),4,4,4,4,4
18710,Brazil,Urban,25,Female,Nunca,11,National Capital (Metropolitan area),2,4,4,3,2
18711,Brazil,Urban,18,Male,Nunca,9,Small City,4,2,4,4,1
18712,Brazil,Urban,31,Male,Nunca,8,Medium City,4,4,4,4,7
18713,Brazil,Urban,70,Male,Nunca,0,National Capital (Metropolitan area),3,3,4,4,4
18714,Brazil,Urban,53,Female,Frecuentemente,3,Small City,1,2,4,NA,0
18715,Brazil,Urban,29,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,5
18716,Brazil,Urban,55,Female,Nunca,4,National Capital (Metropolitan area),4,4,4,4,NA
18717,Brazil,Rural,63,Male,Nunca,11,Large City,3,2,4,4,6
18718,Brazil,Urban,30,Female,Nunca,17,Large City,3,4,4,4,7
18719,Brazil,Rural,61,Female,Nunca,4,Small City,2,4,4,4,2
18720,Brazil,Urban,75,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,5
18721,Brazil,Urban,26,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,2
18722,Brazil,Urban,19,Female,Nunca,11,Large City,3,3,4,3,4
18723,Brazil,Urban,21,Female,Nunca,11,National Capital (Metropolitan area),4,4,3,4,5
18724,Brazil,Urban,59,Female,Nunca,16,Large City,4,4,4,4,4
18725,Brazil,Urban,36,Male,Nunca,0,National Capital (Metropolitan area),4,4,4,4,4
18726,Brazil,Urban,23,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,4
18727,Brazil,Urban,28,Male,Nunca,9,Large City,4,2,3,4,1
18728,Brazil,Rural,30,Female,Nunca,7,Small City,4,4,4,4,1
18729,Brazil,Urban,22,Male,Nunca,5,Large City,3,3,4,4,2
18730,Brazil,Urban,31,Male,Nunca,7,National Capital (Metropolitan area),4,4,4,4,3
18731,Brazil,Urban,19,Female,Frecuentemente,11,National Capital (Metropolitan area),4,4,4,4,2
18732,Brazil,Urban,56,Male,Nunca,8,Large City,4,4,3,4,2
18733,Brazil,Urban,35,Female,Frecuentemente,4,Large City,4,4,4,4,1
18734,Brazil,Rural,45,Female,Nunca,4,Small City,4,4,4,3,4
18735,Brazil,Urban,40,Female,Nunca,1,National Capital (Metropolitan area),4,4,4,4,1
18736,Brazil,Urban,35,Female,Nunca,5,Small City,4,4,4,4,3
18737,Brazil,Urban,29,Female,Nunca,8,National Capital (Metropolitan area),4,4,4,4,1
18738,Brazil,Urban,43,Female,Nunca,11,Large City,4,4,2,4,2
18739,Brazil,Urban,36,Male,Nunca,11,Large City,4,4,4,4,4
18740,Brazil,Urban,25,Female,Rara vez,13,National Capital (Metropolitan area),4,4,1,4,5
18741,Brazil,Urban,21,Female,Nunca,11,Large City,4,4,4,4,3
18742,Brazil,Urban,36,Female,Nunca,8,Large City,4,4,2,4,2
18743,Brazil,Rural,18,Male,Nunca,5,Small City,4,4,4,4,2
18744,Brazil,Rural,18,Male,Nunca,5,Small City,4,4,3,4,2
18745,Brazil,Rural,18,Male,Nunca,8,National Capital (Metropolitan area),4,4,4,4,2
18746,Brazil,Urban,28,Female,Nunca,16,Medium City,3,4,4,4,3
18747,Brazil,Urban,24,Male,Nunca,11,Small City,4,2,3,4,2
18748,Brazil,Urban,20,Male,Nunca,8,National Capital (Metropolitan area),4,4,4,4,1
18749,Brazil,Urban,46,Female,Nunca,11,Medium City,4,4,4,4,2
18750,Brazil,Urban,38,Female,Nunca,8,Large City,2,4,4,4,1
18751,Brazil,Urban,65,Female,Nunca,3,Large City,3,4,4,4,3
18752,Brazil,Urban,51,Male,Nunca,2,National Capital (Metropolitan area),4,4,4,4,1
18753,Brazil,Urban,36,Male,Not Applicable,11,Small City,3,4,3,4,2
18754,Brazil,Urban,28,Male,Nunca,5,Large City,4,4,4,4,2
18755,Brazil,Urban,39,Male,Nunca,8,Small City,4,4,4,4,4
18756,Brazil,Urban,82,Male,Nunca,17,Large City,3,4,3,4,10
18757,Brazil,Urban,49,Male,Nunca,5,Large City,4,4,4,4,2
18758,Brazil,Urban,60,Female,Frecuentemente,14,National Capital (Metropolitan area),3,3,4,4,2
18759,Brazil,Urban,39,Female,Nunca,5,Medium City,4,4,4,4,2
18760,Brazil,Urban,49,Male,Not Applicable,NA,Small City,4,4,4,4,NA
18761,Brazil,Urban,20,Female,Nunca,9,Small City,4,4,4,2,2
18762,Brazil,Urban,60,Male,Nunca,4,Large City,3,4,3,NA,2
18763,Brazil,Rural,27,Male,Rara vez,11,Large City,4,4,3,4,2
18764,Brazil,Urban,33,Female,Nunca,10,National Capital (Metropolitan area),4,4,4,4,3
18765,Brazil,Urban,47,Male,Nunca,10,Large City,4,3,3,2,1
18766,Brazil,Urban,76,Male,Nunca,11,Large City,3,4,4,4,6
18767,Brazil,Urban,27,Female,Nunca,13,Medium City,2,4,4,4,4
18768,Brazil,Urban,42,Male,Nunca,5,Medium City,4,4,4,4,2
18769,Brazil,Urban,23,Female,Not Applicable,11,Small City,NA,NA,NA,NA,2
18770,Brazil,Urban,31,Female,Nunca,13,Small City,4,4,4,4,4
18771,Brazil,Urban,39,Male,Nunca,16,Small City,4,4,4,4,5
18772,Brazil,Urban,57,Female,Nunca,5,Large City,4,4,4,4,2
18773,Brazil,Urban,39,Female,Nunca,15,National Capital (Metropolitan area),4,4,4,4,6
18774,Brazil,Rural,69,Female,Nunca,0,Small City,4,4,4,4,1
18775,Brazil,Urban,50,Male,Nunca,8,Large City,3,4,4,4,1
18776,Brazil,Urban,20,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,3
18777,Brazil,Rural,35,Male,Nunca,11,Small City,4,2,4,4,2
18778,Brazil,Urban,19,Male,Nunca,11,Large City,4,4,4,4,2
18779,Brazil,Urban,27,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,1
18780,Brazil,Urban,18,Male,Nunca,11,Medium City,4,4,4,4,4
18781,Brazil,Urban,27,Male,Nunca,16,Large City,4,4,4,4,1
18782,Brazil,Urban,35,Female,Nunca,10,National Capital (Metropolitan area),4,4,4,4,2
18783,Brazil,Urban,34,Male,Nunca,15,Large City,2,4,3,2,NA
18784,Brazil,Urban,67,Male,Nunca,10,National Capital (Metropolitan area),4,2,4,4,10
18785,Brazil,Urban,49,Female,Nunca,4,Small City,4,4,4,4,2
18786,Brazil,Urban,74,Male,Nunca,5,Small City,3,4,4,4,4
18787,Brazil,Urban,25,Female,Nunca,10,Small City,4,4,4,4,4
18788,Brazil,Urban,24,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,NA
18789,Brazil,Urban,24,Female,Nunca,6,Small City,4,4,4,3,1
18790,Brazil,Urban,32,Male,Frecuentemente,1,Medium City,4,4,4,4,2
18791,Brazil,Urban,39,Female,Nunca,10,National Capital (Metropolitan area),3,4,4,4,5
18792,Brazil,Urban,20,Female,Nunca,10,National Capital (Metropolitan area),4,4,4,4,1
18793,Brazil,Urban,67,Male,Nunca,0,Large City,4,4,4,4,3
18794,Brazil,Urban,19,Male,Nunca,13,Small City,1,4,4,4,2
18795,Brazil,Urban,29,Male,Rara vez,11,Small City,4,4,3,4,4
18796,Brazil,Urban,48,Female,Nunca,4,Large City,1,1,4,4,1
18797,Brazil,Rural,46,Male,Nunca,0,Small City,4,4,4,4,1
18798,Brazil,Urban,50,Female,Nunca,4,National Capital (Metropolitan area),3,4,4,4,NA
18799,Brazil,Urban,74,Male,Nunca,4,Medium City,3,4,4,4,4
18800,Brazil,Urban,28,Female,Nunca,7,Medium City,1,2,4,3,3
18801,Brazil,Urban,54,Female,Nunca,0,Large City,4,4,4,4,2
18802,Brazil,Urban,25,Male,Nunca,13,National Capital (Metropolitan area),4,4,4,4,NA
18803,Brazil,Urban,35,Male,Nunca,6,Medium City,4,4,4,4,3
18804,Brazil,Urban,25,Female,Nunca,17,Small City,1,4,4,4,1
18805,Brazil,Urban,NA,Female,Nunca,10,National Capital (Metropolitan area),4,4,4,4,NA
18806,Brazil,Urban,39,Female,Nunca,10,National Capital (Metropolitan area),3,3,4,4,2
18807,Brazil,Urban,21,Male,Nunca,9,National Capital (Metropolitan area),4,4,4,3,2
18808,Brazil,Urban,23,Female,Nunca,11,Small City,4,1,4,4,5
18809,Brazil,Urban,34,Female,Nunca,8,National Capital (Metropolitan area),4,4,4,4,0
18810,Brazil,Urban,44,Female,Nunca,10,Large City,3,3,3,4,1
18811,Brazil,Rural,24,Male,Nunca,10,Small City,4,4,4,4,1
18812,Brazil,Urban,39,Female,Nunca,4,Small City,4,4,4,4,3
18813,Brazil,Urban,33,Male,Nunca,11,Medium City,4,4,4,4,5
18814,Brazil,Urban,42,Female,Nunca,2,National Capital (Metropolitan area),4,4,4,4,1
18815,Brazil,Urban,51,Female,Nunca,9,Medium City,4,4,4,4,4
18816,Brazil,Rural,47,Male,Rara vez,10,Medium City,4,4,4,4,2
18817,Brazil,Urban,63,Female,Nunca,8,Large City,4,3,4,4,5
18818,Brazil,Urban,34,Male,Nunca,8,Large City,4,4,4,4,3
18819,Brazil,Urban,33,Female,Nunca,11,National Capital (Metropolitan area),4,4,4,4,3
18820,Brazil,Urban,27,Female,Not Applicable,10,Small City,4,4,4,4,1
18821,Brazil,Urban,60,Male,Nunca,1,National Capital (Metropolitan area),4,4,4,4,2
18822,Brazil,Urban,51,Female,Nunca,8,National Capital (Metropolitan area),4,3,2,4,2
18823,Brazil,Urban,32,Female,Rara vez,11,Medium City,2,4,4,4,5
18824,Brazil,Urban,38,Male,Nunca,7,Large City,3,3,4,4,3
18825,Brazil,Urban,62,Male,Nunca,2,National Capital (Metropolitan area),4,4,4,4,2
18826,Brazil,Urban,38,Male,Nunca,11,Large City,4,4,4,4,5
18827,Brazil,Urban,18,Female,Rara vez,11,Small City,3,4,4,3,2
18828,Brazil,Rural,21,Female,Nunca,9,Small City,2,4,4,4,3
18829,Brazil,Urban,33,Female,Nunca,14,Medium City,2,4,4,4,4
18830,Brazil,Urban,29,Male,Nunca,15,Small City,4,4,4,4,4
18831,Brazil,Rural,30,Female,Nunca,11,Small City,4,4,4,4,3
18832,Brazil,Urban,42,Male,Nunca,4,Medium City,4,4,4,4,3
18833,Brazil,Urban,48,Female,Rara vez,11,Small City,4,NA,NA,NA,3
18834,Brazil,Urban,61,Male,Rara vez,8,Medium City,2,4,4,4,7
18835,Brazil,Urban,21,Female,Nunca,11,Large City,4,4,4,4,4
18836,Brazil,Rural,19,Female,Rara vez,6,Small City,4,4,4,4,NA
18837,Brazil,Urban,22,Female,Frecuentemente,5,National Capital (Metropolitan area),4,4,4,4,NA
18838,Brazil,Urban,37,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,3
18839,Brazil,Urban,32,Male,Nunca,8,Medium City,4,4,4,4,4
18840,Brazil,Urban,40,Female,Nunca,6,Medium City,4,4,4,4,1
18841,Brazil,Urban,72,Male,Nunca,9,Medium City,2,NA,NA,NA,1
18842,Brazil,Rural,36,Male,Nunca,5,Small City,2,2,3,4,1
18843,Brazil,Rural,22,Female,Nunca,7,Large City,3,4,4,4,1
18844,Brazil,Urban,24,Female,Nunca,14,National Capital (Metropolitan area),3,3,4,4,3
18845,Brazil,Rural,57,Male,Nunca,5,Small City,4,3,4,4,1
18846,Brazil,Urban,52,Female,Nunca,7,Large City,2,4,4,4,2
18847,Brazil,Urban,20,Female,Nunca,0,National Capital (Metropolitan area),NA,4,4,4,1
18848,Brazil,Urban,20,Female,Rara vez,11,Medium City,3,4,4,4,4
18849,Brazil,Urban,35,Female,Nunca,11,Large City,4,4,4,4,2
18850,Brazil,Rural,54,Male,Nunca,5,Small City,4,3,4,4,1
18851,Brazil,Urban,33,Male,Nunca,5,Medium City,4,4,4,4,2
18852,Brazil,Urban,20,Female,Nunca,11,National Capital (Metropolitan area),4,4,4,4,1
18853,Brazil,Urban,55,Male,Nunca,5,Large City,4,4,4,4,4
18854,Brazil,Urban,37,Female,Nunca,11,Small City,2,3,1,4,4
18855,Brazil,Urban,40,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,4,0
18856,Brazil,Urban,60,Female,Nunca,5,Small City,2,4,4,4,4
18857,Brazil,Urban,66,Male,Nunca,2,Large City,3,4,4,4,2
18858,Brazil,Rural,60,Female,Nunca,4,Small City,3,4,4,4,1
18859,Brazil,Urban,34,Female,Nunca,9,National Capital (Metropolitan area),2,4,4,4,4
18860,Brazil,Urban,55,Male,Nunca,8,Small City,3,4,4,4,2
18861,Brazil,Urban,52,Female,Rara vez,9,National Capital (Metropolitan area),4,4,4,4,2
18862,Brazil,Rural,19,Female,Frecuentemente,10,Small City,2,3,4,4,1
18863,Brazil,Urban,20,Female,Nunca,11,Small City,3,4,4,4,NA
18864,Brazil,Urban,35,Male,Nunca,8,Large City,4,4,4,4,7
18865,Brazil,Urban,38,Male,Rara vez,0,National Capital (Metropolitan area),4,4,4,4,NA
18866,Brazil,Urban,25,Female,Nunca,11,Large City,4,4,4,4,1
18867,Brazil,Urban,31,Female,Nunca,7,National Capital (Metropolitan area),4,4,4,4,1
18868,Brazil,Urban,18,Female,Nunca,11,National Capital (Metropolitan area),4,4,4,4,NA
18869,Brazil,Urban,54,Male,Nunca,5,National Capital (Metropolitan area),3,3,3,4,1
18870,Brazil,Urban,21,Female,Rara vez,11,National Capital (Metropolitan area),4,4,4,4,6
18871,Brazil,Urban,20,Male,Nunca,11,Large City,4,4,4,4,3
18872,Brazil,Rural,70,Male,Nunca,1,Small City,2,4,4,4,2
18873,Brazil,Rural,24,Male,Nunca,8,Large City,3,4,4,4,1
18874,Brazil,Rural,41,Male,Nunca,4,National Capital (Metropolitan area),4,3,4,3,1
18875,Brazil,Urban,23,Female,Nunca,10,Medium City,4,4,4,4,2
18876,Brazil,Urban,26,Female,Nunca,7,Large City,4,4,4,4,5
18877,Brazil,Urban,32,Female,Nunca,7,Large City,4,4,4,4,4
18878,Brazil,Urban,45,Male,Nunca,6,Medium City,4,4,4,4,6
18879,Brazil,Urban,19,Male,Nunca,11,Medium City,4,4,4,4,4
18880,Brazil,Urban,61,Female,Nunca,11,Small City,2,4,4,3,4
18881,Brazil,Urban,29,Female,Rara vez,11,National Capital (Metropolitan area),2,4,4,4,1
18882,Brazil,Urban,18,Female,Nunca,11,Medium City,4,4,3,2,3
18883,Brazil,Urban,42,Female,Nunca,11,Small City,4,4,4,4,2
18884,Brazil,Rural,66,Male,Nunca,1,Medium City,4,4,4,4,1
18885,Brazil,Urban,20,Male,Nunca,9,National Capital (Metropolitan area),4,4,4,4,NA
18886,Brazil,Urban,19,Female,Nunca,11,Large City,3,4,4,4,6
18887,Brazil,Urban,54,Male,Nunca,8,National Capital (Metropolitan area),4,4,4,4,3
18888,Brazil,Urban,23,Female,Nunca,11,National Capital (Metropolitan area),4,4,4,4,2
18889,Brazil,Rural,24,Male,Nunca,11,Large City,1,4,2,4,2
18890,Brazil,Urban,22,Female,Rara vez,10,National Capital (Metropolitan area),4,4,4,4,2
18891,Brazil,Urban,36,Female,Nunca,8,Large City,4,4,4,4,3
18892,Brazil,Rural,34,Male,Frecuentemente,8,Small City,4,4,3,4,1
18893,Brazil,Urban,18,Female,Nunca,10,Small City,4,4,4,4,2
18894,Brazil,Urban,32,Male,Nunca,11,Large City,4,4,4,4,4
18895,Brazil,Urban,19,Female,Nunca,11,Large City,3,4,4,4,2
18896,Brazil,Urban,40,Female,Nunca,4,Small City,4,4,4,4,1
18897,Brazil,Urban,54,Female,Nunca,6,National Capital (Metropolitan area),2,4,4,4,3
18898,Brazil,Urban,66,Female,Rara vez,11,Large City,4,4,4,4,4
18899,Brazil,Rural,18,Female,Nunca,10,Small City,2,4,4,4,2
18900,Brazil,Urban,26,Male,Nunca,10,National Capital (Metropolitan area),4,4,4,4,3
18901,Brazil,Urban,34,Female,Nunca,1,Large City,2,4,4,4,2
18902,Brazil,Urban,39,Female,Nunca,7,National Capital (Metropolitan area),4,4,4,4,1
18903,Brazil,Rural,23,Female,Nunca,6,Small City,4,4,4,4,2
18904,Brazil,Rural,20,Male,Nunca,14,Small City,4,4,4,4,1
18905,Brazil,Rural,26,Female,Nunca,9,Small City,4,4,4,4,8
18906,Brazil,Rural,50,Male,Frecuentemente,17,Small City,1,2,3,3,6
18907,Brazil,Urban,45,Male,Nunca,4,Large City,4,4,4,4,2
18908,Brazil,Urban,19,Female,Nunca,12,Small City,3,4,4,4,2
18909,Brazil,Urban,40,Female,Nunca,7,Small City,4,4,4,4,1
18910,Brazil,Urban,33,Female,Nunca,15,Medium City,4,4,4,4,4
18911,Brazil,Urban,52,Male,Nunca,10,National Capital (Metropolitan area),4,4,2,4,3
18912,Brazil,Urban,18,Male,Nunca,10,Medium City,4,4,4,4,2
18913,Brazil,Urban,29,Female,Nunca,14,Small City,2,4,4,4,4
18914,Brazil,Urban,29,Female,Nunca,6,Large City,4,4,4,4,3
18915,Brazil,Rural,23,Male,Frecuentemente,6,Small City,4,4,3,3,2
18916,Brazil,Urban,34,Male,Nunca,10,National Capital (Metropolitan area),4,3,4,4,1
18917,Brazil,Urban,75,Female,Nunca,9,Large City,4,4,4,4,2
18918,Brazil,Rural,51,Male,Rara vez,8,Small City,4,4,4,4,3
18919,Brazil,Urban,31,Female,Nunca,8,Small City,4,4,4,4,4
18920,Brazil,Rural,27,Female,Nunca,6,Small City,4,2,4,4,3
18921,Brazil,Urban,79,Male,Not Applicable,1,Small City,NA,NA,NA,NA,2
18922,Brazil,Rural,68,Male,Nunca,1,Small City,3,4,4,4,1
18923,Brazil,Urban,23,Female,Rara vez,14,Medium City,4,4,4,4,2
18924,Brazil,Rural,54,Female,Nunca,NA,Small City,4,4,4,4,1
18925,Brazil,Urban,47,Female,Nunca,11,National Capital (Metropolitan area),4,3,4,4,4
18926,Brazil,Urban,44,Female,Nunca,16,National Capital (Metropolitan area),4,3,4,4,5
18927,Brazil,Urban,28,Female,Nunca,9,Large City,4,4,4,4,3
18928,Brazil,Rural,28,Male,Nunca,11,Small City,2,2,3,4,3
18929,Brazil,Urban,29,Female,Nunca,5,National Capital (Metropolitan area),4,4,4,4,4
18930,Brazil,Urban,22,Female,Nunca,14,National Capital (Metropolitan area),NA,4,4,4,0
18931,Brazil,Urban,49,Female,Nunca,4,National Capital (Metropolitan area),2,3,4,4,1
18932,Brazil,Urban,68,Female,Nunca,4,Large City,3,4,4,4,NA
18933,Brazil,Urban,52,Female,Nunca,4,Large City,2,4,4,4,1
18934,Brazil,Urban,64,Male,Nunca,0,National Capital (Metropolitan area),3,3,4,3,2
18935,Brazil,Urban,60,Female,Nunca,0,National Capital (Metropolitan area),4,4,4,4,1
18936,Brazil,Rural,58,Female,Nunca,4,Small City,4,4,4,4,2
18937,Brazil,Urban,28,Male,Nunca,NA,National Capital (Metropolitan area),4,4,NA,4,3
18938,Brazil,Urban,59,Male,Nunca,4,Small City,4,4,4,3,3
18939,Brazil,Urban,35,Female,Nunca,11,National Capital (Metropolitan area),4,4,4,4,2
18940,Brazil,Urban,55,Female,Nunca,6,National Capital (Metropolitan area),2,3,4,4,5
18941,Brazil,Urban,22,Male,Nunca,9,Small City,4,4,4,4,2
18942,Brazil,Urban,24,Male,Frecuentemente,11,Medium City,4,4,3,4,3
18943,Brazil,Urban,37,Female,Nunca,4,National Capital (Metropolitan area),4,4,4,4,1
18944,Brazil,Urban,31,Female,Nunca,8,Large City,3,4,4,4,1
18945,Brazil,Urban,35,Female,Nunca,8,Small City,4,4,4,4,4
18946,Brazil,Urban,56,Male,Frecuentemente,15,National Capital (Metropolitan area),2,2,4,4,4
18947,Brazil,Urban,60,Male,Nunca,4,Medium City,4,4,4,4,4
18948,Brazil,Urban,21,Male,Frecuentemente,11,National Capital (Metropolitan area),4,4,4,4,3
18949,Brazil,Urban,73,Female,Nunca,11,National Capital (Metropolitan area),2,4,4,4,3
18950,Brazil,Rural,20,Female,Rara vez,7,Small City,4,4,4,4,NA
18951,Brazil,Urban,27,Female,Nunca,11,National Capital (Metropolitan area),4,4,4,4,2
18952,Brazil,Rural,48,Female,Nunca,8,Small City,4,4,4,4,3
18953,Brazil,Urban,18,Male,Not Applicable,11,Small City,4,4,4,4,NA
18954,Brazil,Urban,31,Female,Nunca,8,Small City,3,3,4,4,1
18955,Brazil,Urban,35,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,5
18956,Brazil,Urban,68,Male,Nunca,1,Small City,4,4,4,4,4
18957,Brazil,Urban,39,Female,Nunca,14,Small City,4,4,4,4,3
18958,Brazil,Urban,39,Male,Nunca,11,National Capital (Metropolitan area),2,4,4,4,4
