ur,q2,q1,b12,b21,ing4,vb3n,braantip1,ed,q3cn,q10new,gi0n,d6,capital1,municipio,problem_corruption,problem_unemployment,problem_crime
Urbano,39,Hombre,5,1,7,No Aplica,1,11,Católico,9,Diariamente,10,En contra,PINDAMONHANGABA,no,yes,no
Urbano,32,Hombre,3,1,4,No Aplica,1,8,Católico,16,Diariamente,5,En contra,SÃO PAULO,no,yes,no
Urbano,60,Hombre,5,1,2,Jair Bolsonaro (PSL),1,8,Católico,0,Diariamente,3,A Favor,SANTA RITA DO SAPUCAÍ,no,yes,no
Rural,16,Hombre,7,5,3,Otro,8,5,Evangélica y Pentecostal,7,Algunas veces a la semana,7,En contra,OURO FINO,no,no,no
Urbano,42,Mujer,3,2,4,Fernando Haddad (PT),3,11,Católico,10,No responde,4,A Favor,GUARULHOS,no,no,no
Urbano,62,Hombre,7,3,7,Marina Silva (REDE),3,8,Espírita Kardecista,10,Diariamente,9,En contra,IPEÚNA,no,no,no
Urbano,57,Mujer,3,1,5,Jair Bolsonaro (PSL),1,5,Católico,4,Diariamente,1,A Favor,SÃO PAULO,no,no,no
Urbano,29,Mujer,4,3,5,No sabe,4,11,Católico,10,Diariamente,7,En contra,SÃO JOSÉ DOS CAMPOS,no,no,no
Urbano,33,Hombre,7,1,6,Jair Bolsonaro (PSL),1,7,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),9,Algunas veces a la semana,10,En contra,IBATIBA,no,no,no
Urbano,42,Hombre,7,1,7,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,13,Diariamente,2,A Favor,VOLTA REDONDA,no,no,no
Urbano,24,Mujer,6,4,6,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,3,Diariamente,1,En contra,IBATIBA,no,no,no
Urbano,29,Mujer,3,1,5,Fernando Haddad (PT),7,16,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Diariamente,10,En contra,EMBU,no,no,no
Urbano,39,Hombre,6,5,5,Jair Bolsonaro (PSL),5,8,Evangélica y Pentecostal,4,Algunas veces a la semana,4,A Favor,IPEÚNA,no,yes,no
Urbano,37,Hombre,5,1,4,Jair Bolsonaro (PSL),1,17,Católico,14,Diariamente,8,En contra,JOÃO PINHEIRO,yes,no,no
Urbano,37,Mujer,6,1,6,No responde,2,3,Evangélica y Pentecostal,4,Algunas veces a la semana,1,A Favor,JOÃO PINHEIRO,yes,no,no
Urbano,46,Mujer,5,1,3,Jair Bolsonaro (PSL),2,6,"Protestante, Protestante Tradicional o Protestante no Evangélico",7,Algunas veces a la semana,1,No sabe,SÃO PAULO,no,no,no
Urbano,34,Mujer,2,6,7,No Aplica,8,6,Evangélica y Pentecostal,5,Algunas veces a la semana,10,En contra,ANDRADINA,no,yes,no
Urbano,52,Mujer,5,2,4,Jair Bolsonaro (PSL),3,3,Católico,10,Diariamente,1,En contra,JOÃO PINHEIRO,NA,NA,NA
Urbano,71,Hombre,7,7,7,Jair Bolsonaro (PSL),10,5,Católico,15,Diariamente,1,A Favor,RIO DE JANEIRO,no,no,no
Urbano,25,Hombre,4,2,4,No responde,2,11,Agnóstico o ateo (no cree en Dios),14,Algunas veces a la semana,5,En contra,JOÃO PINHEIRO,no,no,no
Urbano,17,Mujer,6,7,5,No Aplica,3,7,Evangélica y Pentecostal,3,Diariamente,10,A Favor,VÁRZEA DA PALMA,no,no,no
Urbano,51,Hombre,7,4,7,Jair Bolsonaro (PSL),2,0,Católico,NA,Diariamente,1,En contra,IBATIBA,no,yes,no
Urbano,23,Hombre,7,2,6,Jair Bolsonaro (PSL),1,11,Católico,15,Diariamente,6,A Favor,BELO HORIZONTE,no,no,no
Urbano,29,Hombre,2,1,7,Fernando Haddad (PT),7,8,Católico,7,Diariamente,10,En contra,VOLTA REDONDA,no,no,no
Urbano,28,Hombre,1,1,5,Ciro Gomes (PDT),7,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),3,Diariamente,10,En contra,EMBU,no,no,no
Urbano,40,Hombre,7,4,7,Jair Bolsonaro (PSL),1,11,Católico,16,Diariamente,5,A Favor,SÃO PAULO,no,no,no
Rural,48,Hombre,1,1,5,Fernando Haddad (PT),7,3,Católico,7,Diariamente,1,A Favor,TAIOBEIRAS,yes,no,no
Urbano,24,Mujer,4,3,4,Fernando Haddad (PT),8,11,Católico,1,Algunas veces a la semana,7,En contra,GUARULHOS,no,no,no
Urbano,43,Hombre,6,4,3,Jair Bolsonaro (PSL),6,11,Católico,5,Algunas veces a la semana,6,A Favor,ARAXÁ,no,no,no
Urbano,60,Mujer,6,3,7,Jair Bolsonaro (PSL),2,11,Católico,9,Diariamente,1,En contra,SANTA RITA DO SAPUCAÍ,no,no,no
Urbano,55,Hombre,7,3,5,Jair Bolsonaro (PSL),1,11,Católico,12,Diariamente,9,A Favor,SÃO PAULO,no,no,no
Urbano,29,Mujer,1,2,3,Fernando Haddad (PT),10,15,Católico,13,Algunas veces a la semana,9,En contra,ITÁPOLIS,no,no,no
Urbano,32,Hombre,6,4,3,No responde,1,11,Católico,9,Algunas veces a la semana,3,A Favor,ITÁPOLIS,no,no,no
Urbano,67,Hombre,7,1,7,Jair Bolsonaro (PSL),1,16,Espírita Kardecista,12,Diariamente,10,A Favor,EMBU,no,no,no
Urbano,35,Mujer,7,2,5,Jair Bolsonaro (PSL),1,15,"Protestante, Protestante Tradicional o Protestante no Evangélico",14,Diariamente,10,A Favor,SÃO JOSÉ DOS CAMPOS,no,no,no
Urbano,22,Mujer,4,1,7,Ninguno (anuló su voto),3,10,"Protestante, Protestante Tradicional o Protestante no Evangélico",8,Diariamente,10,En contra,SÃO PAULO,no,no,no
Urbano,43,Mujer,5,1,4,Ninguno (anuló su voto),1,15,Católico,15,Diariamente,9,A Favor,ANDRADINA,no,yes,no
Urbano,38,Hombre,7,1,6,No Aplica,1,8,Católico,4,Diariamente,1,A Favor,INDAIATUBA,no,yes,no
Urbano,37,Hombre,7,1,7,No Aplica,1,12,Católico,16,Diariamente,5,A Favor,SOBRÁLIA,yes,no,no
Urbano,41,Hombre,6,1,4,Jair Bolsonaro (PSL),6,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),4,Algunas veces a la semana,8,A Favor,POUSO ALEGRE,no,yes,no
Urbano,63,Mujer,7,1,4,No sabe,1,NA,Religiones Tradicionales,9,Diariamente,9,A Favor,DUQUE DE CAXIAS,no,no,no
Urbano,69,Hombre,7,4,5,Jair Bolsonaro (PSL),3,4,Católico,6,Diariamente,8,A Favor,RIO DE JANEIRO,no,yes,no
Urbano,61,Hombre,6,3,5,Jair Bolsonaro (PSL),1,16,Católico,10,Diariamente,8,En contra,CARAPICUÍBA,yes,no,no
Urbano,23,Hombre,3,1,1,No Aplica,2,9,Católico,15,Algunas veces a la semana,3,En contra,DIVINÓPOLIS,no,no,no
Urbano,18,Hombre,4,4,4,No Aplica,4,10,Católico,11,Algunas veces a la semana,10,A Favor,SÃO PAULO,no,no,yes
Urbano,17,Mujer,7,4,6,No Aplica,9,11,Evangélica y Pentecostal,NA,Diariamente,9,En contra,SÃO JOSÉ DOS CAMPOS,no,no,no
Urbano,69,Mujer,NA,1,NA,Ninguno (fue a votar pero dejó la boleta en blanco),1,5,Católico,4,Nunca,10,En contra,RIO DE JANEIRO,no,no,no
Urbano,59,Mujer,5,3,7,Jair Bolsonaro (PSL),1,11,Católico,15,Diariamente,7,En contra,SÃO PAULO,no,no,yes
Urbano,23,Hombre,4,2,1,Fernando Haddad (PT),7,11,Católico,5,Diariamente,10,En contra,SÃO PAULO,no,no,no
Urbano,25,Hombre,7,3,7,No Aplica,1,11,Católico,16,Diariamente,1,A Favor,IPEÚNA,yes,no,no
Urbano,70,Hombre,2,3,5,Ninguno (fue a votar pero dejó la boleta en blanco),5,11,Católico,12,Algunas veces a la semana,2,A Favor,ARAXÁ,yes,no,no
Urbano,30,Mujer,3,1,7,Fernando Haddad (PT),1,9,"Protestante, Protestante Tradicional o Protestante no Evangélico",8,Algunas veces a la semana,10,A Favor,EMBU,no,no,no
Urbano,34,Hombre,4,1,7,Fernando Haddad (PT),1,11,Evangélica y Pentecostal,8,Diariamente,1,A Favor,BETIM,no,yes,no
Urbano,80,Mujer,7,4,7,No sabe,1,4,Católico,8,Diariamente,1,A Favor,JOÃO PINHEIRO,no,no,no
Urbano,53,Mujer,3,3,3,No responde,7,6,Católico,12,Algunas veces a la semana,4,En contra,SÃO PAULO,no,no,no
Rural,65,Hombre,7,1,7,Jair Bolsonaro (PSL),4,10,Católico,9,Diariamente,1,No responde,ÁLVARES MACHADO,no,yes,no
Urbano,38,Hombre,4,1,7,Fernando Haddad (PT),5,11,Evangélica y Pentecostal,14,Diariamente,1,A Favor,RIO DE JANEIRO,NA,NA,NA
Urbano,29,Mujer,1,1,6,Ciro Gomes (PDT),2,10,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),1,Diariamente,1,A Favor,RIO DE JANEIRO,no,no,no
Urbano,57,Mujer,NA,NA,NA,Jair Bolsonaro (PSL),NA,4,"Protestante, Protestante Tradicional o Protestante no Evangélico",3,Diariamente,5,No sabe,RIO DE JANEIRO,NA,NA,NA
Urbano,39,Mujer,3,3,6,No Aplica,6,11,Católico,3,Diariamente,10,En contra,RIO DE JANEIRO,no,yes,no
Urbano,30,Mujer,5,1,5,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,5,Diariamente,1,En contra,QUEIMADOS,no,no,no
Urbano,34,Hombre,2,1,4,No Aplica,1,11,Evangélica y Pentecostal,2,Algunas veces a la semana,1,En contra,QUEIMADOS,no,no,no
Urbano,47,Hombre,7,7,7,Ciro Gomes (PDT),10,11,Católico,16,Diariamente,1,A Favor,IBATIBA,no,yes,no
Urbano,16,Mujer,6,1,4,No responde,1,8,Católico,15,Algunas veces al mes,10,En contra,BETIM,NA,NA,NA
Urbano,42,Hombre,4,1,7,Fernando Haddad (PT),7,15,Católico,15,Diariamente,10,En contra,VITÓRIA,no,no,no
Urbano,42,Hombre,5,1,7,Jair Bolsonaro (PSL),1,7,Evangélica y Pentecostal,10,Diariamente,1,En contra,JANDIRA,no,no,no
Urbano,28,Mujer,7,2,7,Ninguno (anuló su voto),1,11,Católico,10,Diariamente,10,En contra,SANTA RITA DO SAPUCAÍ,no,no,no
Urbano,44,Mujer,7,1,7,Fernando Haddad (PT),5,7,Católico,9,Diariamente,4,En contra,DIVINÓPOLIS,yes,no,no
Urbano,43,Mujer,6,5,7,Jair Bolsonaro (PSL),1,6,Evangélica y Pentecostal,13,Diariamente,1,En contra,QUEIMADOS,no,no,no
Urbano,33,Mujer,1,1,2,No Aplica,4,8,"Protestante, Protestante Tradicional o Protestante no Evangélico",8,Diariamente,6,En contra,SÃO PEDRO DA ALDEIA,no,no,no
Rural,20,Hombre,6,1,5,No Aplica,2,10,Católico,13,Nunca,4,A Favor,OURO FINO,no,no,no
Urbano,58,Hombre,7,1,7,Jair Bolsonaro (PSL),3,17,Evangélica y Pentecostal,16,Diariamente,10,En contra,QUEIMADOS,yes,no,no
Urbano,33,Mujer,6,5,5,Jair Bolsonaro (PSL),4,9,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),14,Algunas veces a la semana,10,A Favor,EMBU,no,no,no
Urbano,28,Hombre,7,1,3,Jair Bolsonaro (PSL),1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",12,Diariamente,1,A Favor,JANDIRA,yes,no,no
Urbano,65,Mujer,7,1,7,No sabe,1,0,Católico,NA,Algunas veces a la semana,10,A Favor,BETIM,no,no,no
Urbano,32,Hombre,7,1,7,No Aplica,1,8,"Protestante, Protestante Tradicional o Protestante no Evangélico",8,Diariamente,1,A Favor,POUSO ALEGRE,no,yes,no
Urbano,29,Mujer,7,2,7,No responde,5,15,Evangélica y Pentecostal,14,Diariamente,8,A Favor,SÃO BERNARDO DO CAMPO,yes,no,no
Urbano,34,Mujer,1,1,7,No responde,1,9,Católico,7,Diariamente,10,En contra,SÃO PAULO,no,no,no
Urbano,40,Hombre,3,1,7,Ciro Gomes (PDT),1,15,Católico,16,Diariamente,6,No responde,SÃO JOSÉ DOS CAMPOS,no,no,no
Urbano,37,Hombre,7,3,4,Jair Bolsonaro (PSL),4,12,Católico,7,Diariamente,9,En contra,SANTA RITA DO SAPUCAÍ,no,no,no
Urbano,56,Hombre,7,3,4,João Amoêdo (NOVO),1,17,Espírita Kardecista,16,Diariamente,10,En contra,SÃO PAULO,no,yes,no
Urbano,44,Mujer,4,2,6,Jair Bolsonaro (PSL),1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",13,Diariamente,1,En contra,SÃO PAULO,no,yes,no
Urbano,68,Hombre,1,1,1,No responde,1,10,Evangélica y Pentecostal,14,Diariamente,1,En contra,SÃO PAULO,no,no,no
Urbano,57,Mujer,4,2,4,Jair Bolsonaro (PSL),1,8,Evangélica y Pentecostal,14,Nunca,1,En contra,DIVINÓPOLIS,no,yes,no
Urbano,58,Hombre,7,6,5,Jair Bolsonaro (PSL),2,4,Evangélica y Pentecostal,10,Diariamente,3,En contra,POUSO ALEGRE,no,no,no
Urbano,42,Mujer,7,1,7,Jair Bolsonaro (PSL),10,11,Evangélica y Pentecostal,12,Diariamente,4,En contra,BETIM,no,no,no
Urbano,56,Mujer,7,6,7,Jair Bolsonaro (PSL),2,11,Católico,3,Algunas veces a la semana,5,A Favor,ANDRADINA,no,no,no
Rural,41,Mujer,4,5,4,Fernando Haddad (PT),1,4,Evangélica y Pentecostal,4,Algunas veces a la semana,1,En contra,TAIOBEIRAS,no,no,no
Urbano,17,Hombre,4,2,4,No responde,5,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),NA,Algunas veces al mes,10,En contra,SÃO PAULO,no,no,no
Urbano,66,Hombre,3,1,7,Jair Bolsonaro (PSL),1,4,Agnóstico o ateo (no cree en Dios),16,Algunas veces a la semana,1,A Favor,POUSO ALEGRE,no,no,no
Urbano,30,Mujer,5,3,4,Jair Bolsonaro (PSL),1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",14,Algunas veces a la semana,1,A Favor,SÃO PAULO,yes,no,no
Urbano,39,Hombre,7,5,5,Jair Bolsonaro (PSL),1,10,Católico,10,Diariamente,7,A Favor,ITÁPOLIS,no,yes,no
Urbano,38,Mujer,5,1,6,Otro,1,4,Católico,6,Diariamente,NA,A Favor,IPEÚNA,no,no,no
Urbano,59,Mujer,5,1,7,Jair Bolsonaro (PSL),3,10,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Diariamente,7,En contra,INDAIATUBA,no,yes,no
Urbano,74,Mujer,7,1,NA,No Aplica,1,4,Católico,NA,Diariamente,4,En contra,PINHEIRAL,no,no,no
Urbano,59,Mujer,3,1,2,Fernando Haddad (PT),4,8,Católico,10,Algunas veces a la semana,1,En contra,JANDIRA,NA,NA,NA
Urbano,52,Hombre,7,1,1,Jair Bolsonaro (PSL),1,NA,Evangélica y Pentecostal,6,Diariamente,10,A Favor,SÃO PAULO,no,no,no
Urbano,58,Hombre,7,5,7,Jair Bolsonaro (PSL),1,4,Evangélica y Pentecostal,6,Diariamente,1,En contra,QUEIMADOS,no,yes,no
Urbano,56,Hombre,7,4,7,Fernando Haddad (PT),10,12,Católico,13,Diariamente,10,A Favor,VITÓRIA,yes,no,no
Urbano,19,Mujer,6,2,7,Jair Bolsonaro (PSL),1,11,Católico,14,Diariamente,10,A Favor,ARAXÁ,yes,no,no
Urbano,29,Mujer,4,4,5,Fernando Haddad (PT),9,8,Católico,3,Diariamente,9,En contra,JOÃO PINHEIRO,yes,no,no
Urbano,16,Hombre,7,1,6,No Aplica,10,3,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),1,Diariamente,1,En contra,IBATIBA,no,no,no
Urbano,18,Hombre,6,4,4,No Aplica,5,9,Evangélica y Pentecostal,2,Algunas veces a la semana,3,En contra,BETIM,no,yes,no
Urbano,34,Hombre,7,1,7,Ciro Gomes (PDT),7,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),15,Diariamente,10,En contra,VITÓRIA,yes,no,no
Urbano,58,Hombre,6,1,7,Jair Bolsonaro (PSL),1,12,Católico,15,Diariamente,10,A Favor,SÃO PAULO,yes,no,no
Urbano,41,Hombre,6,1,5,Ciro Gomes (PDT),1,13,No responde,6,Diariamente,1,En contra,VÁRZEA DA PALMA,yes,no,no
Urbano,26,Hombre,3,1,3,Jair Bolsonaro (PSL),2,9,Católico,15,Diariamente,7,A Favor,POUSO ALEGRE,no,no,no
Urbano,17,Mujer,3,2,5,No Aplica,7,10,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),6,Algunas veces a la semana,10,En contra,SÃO PAULO,no,no,no
Urbano,50,Mujer,3,2,6,Jair Bolsonaro (PSL),1,8,"Protestante, Protestante Tradicional o Protestante no Evangélico",7,Diariamente,1,En contra,SÃO JOSÉ DOS CAMPOS,no,no,no
Urbano,22,Hombre,5,1,5,Ciro Gomes (PDT),5,11,Católico,10,Diariamente,10,En contra,VOLTA REDONDA,yes,no,no
Urbano,33,Mujer,4,2,5,Fernando Haddad (PT),10,11,Evangélica y Pentecostal,6,Diariamente,8,En contra,DUQUE DE CAXIAS,no,no,no
Urbano,29,Mujer,7,5,6,No Aplica,10,6,Evangélica y Pentecostal,9,Diariamente,10,A Favor,ANDRADINA,no,no,no
Urbano,62,Mujer,5,1,5,Fernando Haddad (PT),10,11,Católico,10,Diariamente,10,A Favor,SÃO PAULO,no,no,no
Urbano,28,Mujer,5,3,3,Jair Bolsonaro (PSL),1,10,Católico,16,Diariamente,5,A Favor,VOLTA REDONDA,no,no,no
Urbano,75,Mujer,7,3,5,No Aplica,10,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",7,Diariamente,2,A Favor,RIO DE JANEIRO,no,no,no
Urbano,58,Hombre,7,1,7,Jair Bolsonaro (PSL),1,11,Católico,15,Diariamente,NA,A Favor,VITÓRIA,yes,no,no
Urbano,74,Hombre,7,2,4,Jair Bolsonaro (PSL),1,3,Católico,11,Algunas veces a la semana,6,A Favor,JOÃO PINHEIRO,no,no,no
Urbano,34,Mujer,5,1,7,Ciro Gomes (PDT),1,15,Católico,10,Diariamente,10,En contra,SÃO BERNARDO DO CAMPO,yes,no,no
Urbano,25,Mujer,7,2,4,No Aplica,1,11,Católico,10,Diariamente,10,A Favor,ITÁPOLIS,no,yes,no
Urbano,37,Mujer,6,1,5,Fernando Haddad (PT),10,11,Católico,1,Diariamente,10,A Favor,SÃO PAULO,no,no,no
Urbano,32,Hombre,4,1,6,No Aplica,7,4,Católico,4,Diariamente,5,A Favor,ANDRADINA,no,yes,no
Rural,24,Mujer,5,1,5,Jair Bolsonaro (PSL),7,15,Católico,13,Algunas veces al mes,9,A Favor,ÁLVARES MACHADO,no,yes,no
Urbano,44,Mujer,5,1,6,Ninguno (anuló su voto),2,11,Religiones Tradicionales,4,Diariamente,10,A Favor,VOLTA REDONDA,no,no,no
Urbano,21,Hombre,6,4,6,Jair Bolsonaro (PSL),3,11,No responde,15,Diariamente,10,A Favor,BETIM,yes,no,no
Rural,16,Mujer,5,2,5,No Aplica,10,9,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Algunas veces al mes,10,A Favor,TAIOBEIRAS,no,yes,no
Urbano,42,Hombre,NA,2,4,No responde,5,11,Otro,14,Diariamente,1,En contra,DIVINÓPOLIS,yes,no,no
Rural,56,Mujer,7,7,7,Jair Bolsonaro (PSL),7,2,Evangélica y Pentecostal,4,Nunca,7,A Favor,TAIOBEIRAS,no,no,no
Urbano,48,Hombre,5,4,6,Fernando Haddad (PT),9,11,Católico,8,Algunas veces a la semana,9,A Favor,ANDRADINA,no,no,no
Urbano,34,Hombre,7,5,5,Jair Bolsonaro (PSL),1,10,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Algunas veces a la semana,3,En contra,SÃO PAULO,no,no,no
Urbano,22,Mujer,2,1,3,No Aplica,5,11,Evangélica y Pentecostal,3,Diariamente,8,A Favor,RIO DE JANEIRO,no,no,no
Urbano,17,Mujer,4,3,4,Fernando Haddad (PT),10,10,Católico,10,Algunas veces a la semana,8,En contra,ALTO PIQUIRI,no,yes,no
Urbano,42,Mujer,3,2,4,Jair Bolsonaro (PSL),2,8,Católico,11,Diariamente,10,En contra,SÃO BENTO DO SUL,no,no,no
Urbano,40,Hombre,7,1,6,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,15,Algunas veces al mes,6,A Favor,SOMBRIO,yes,no,no
Urbano,21,Hombre,1,1,1,Ninguno (anuló su voto),5,10,Religiones Tradicionales,15,Diariamente,10,A Favor,GUAÍBA,no,no,no
Urbano,26,Mujer,5,2,6,Jair Bolsonaro (PSL),3,11,Evangélica y Pentecostal,10,Diariamente,1,En contra,MATELÂNDIA,no,no,no
Rural,69,Mujer,NA,5,7,Jair Bolsonaro (PSL),3,1,Católico,NA,Nunca,5,En contra,VENÂNCIO AIRES,no,no,no
Urbano,36,Hombre,7,5,5,Jair Bolsonaro (PSL),1,17,Evangélica y Pentecostal,16,Diariamente,1,En contra,SANTANA DO LIVRAMENTO,yes,no,no
Urbano,19,Hombre,5,2,6,Jair Bolsonaro (PSL),2,11,Agnóstico o ateo (no cree en Dios),16,Algunas veces a la semana,8,A Favor,CURITIBA,no,no,no
Urbano,45,Hombre,4,1,7,No Aplica,1,11,Católico,13,Diariamente,10,En contra,CURITIBA,yes,no,no
Urbano,30,Hombre,7,1,4,Geraldo Alckmin (PSDB),10,7,Católico,13,Diariamente,10,A Favor,SERAFINA CORRÊA,no,no,no
Urbano,32,Mujer,1,1,5,Fernando Haddad (PT),10,17,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Diariamente,10,En contra,SANTANA DO LIVRAMENTO,no,no,no
Urbano,45,Mujer,2,2,6,Jair Bolsonaro (PSL),1,7,Evangélica y Pentecostal,2,Algunas veces a la semana,9,A Favor,SANTA MARIA,no,no,no
Urbano,57,Hombre,7,5,6,No responde,2,5,Católico,5,Diariamente,4,En contra,SANTANA DO LIVRAMENTO,no,no,no
Urbano,43,Mujer,5,2,7,No Aplica,1,17,Católico,14,Diariamente,10,En contra,CURITIBA,yes,no,no
Urbano,26,Mujer,7,6,6,Jair Bolsonaro (PSL),1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",5,Diariamente,1,En contra,CURITIBA,yes,no,no
Rural,53,Hombre,7,2,1,Jair Bolsonaro (PSL),1,3,Evangélica y Pentecostal,3,Diariamente,1,En contra,VENÂNCIO AIRES,no,yes,no
Urbano,29,Mujer,5,3,5,No sabe,5,7,Evangélica y Pentecostal,2,Algunas veces a la semana,6,En contra,LONDRINA,no,no,no
Urbano,19,Hombre,5,4,7,Ciro Gomes (PDT),7,11,Agnóstico o ateo (no cree en Dios),13,Algunas veces a la semana,10,En contra,SÃO BENTO DO SUL,no,no,no
Urbano,36,Mujer,3,2,6,Jair Bolsonaro (PSL),2,11,Católico,11,Diariamente,9,En contra,SÃO GABRIEL,yes,no,no
Urbano,49,Mujer,7,7,7,Ciro Gomes (PDT),1,8,Católico,13,Algunas veces a la semana,7,A Favor,CURITIBA,no,no,yes
Urbano,32,Mujer,7,5,6,Jair Bolsonaro (PSL),1,13,Católico,16,Diariamente,10,A Favor,JOINVILLE,yes,no,no
Urbano,56,Mujer,2,1,5,Fernando Haddad (PT),9,11,Católico,5,Diariamente,10,No responde,SANTA MARIA,no,no,no
Urbano,20,Hombre,7,1,4,Jair Bolsonaro (PSL),7,7,Religiones Tradicionales,NA,Diariamente,2,A Favor,GUAÍBA,no,yes,no
Urbano,36,Hombre,6,2,7,Fernando Haddad (PT),10,11,Católico,10,Diariamente,2,A Favor,ITAPEMA,yes,no,no
Urbano,30,Hombre,7,2,6,Jair Bolsonaro (PSL),1,8,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Algunas veces a la semana,1,A Favor,SOMBRIO,yes,no,no
Urbano,20,Hombre,2,1,4,Ciro Gomes (PDT),2,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),12,Algunas veces a la semana,10,A Favor,SÃO GABRIEL,no,no,no
Urbano,49,Hombre,7,2,6,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,NA,Diariamente,1,A Favor,SERAFINA CORRÊA,yes,no,no
Urbano,16,Mujer,3,3,4,No Aplica,8,9,Católico,NA,Algunas veces a la semana,10,En contra,PASSO FUNDO,NA,NA,NA
Urbano,57,Hombre,4,3,7,No Aplica,5,8,Católico,11,Algunas veces a la semana,10,A Favor,PORTO ALEGRE,no,no,no
Urbano,45,Hombre,7,1,4,No Aplica,10,5,Católico,7,Diariamente,1,En contra,MATELÂNDIA,no,yes,no
Rural,41,Mujer,NA,NA,7,No sabe,NA,17,Católico,NA,Algunas veces a la semana,10,A Favor,VENÂNCIO AIRES,no,yes,no
Urbano,49,Mujer,7,1,3,Jair Bolsonaro (PSL),1,11,Católico,11,Diariamente,7,A Favor,MATELÂNDIA,no,no,no
Urbano,60,Hombre,7,1,5,Jair Bolsonaro (PSL),6,9,Católico,12,Diariamente,3,En contra,SANTA MARIA,no,no,no
Urbano,46,Mujer,4,2,7,Jair Bolsonaro (PSL),1,4,Evangélica y Pentecostal,6,Diariamente,1,A Favor,ITAPEMA,no,no,no
Urbano,34,Hombre,5,3,3,Fernando Haddad (PT),10,5,Católico,14,Algunas veces al mes,7,A Favor,ALTO PIQUIRI,no,yes,no
Urbano,28,Hombre,7,1,4,No responde,3,8,Católico,6,Algunas veces a la semana,5,A Favor,SERAFINA CORRÊA,no,no,no
Urbano,68,Mujer,1,1,7,Jair Bolsonaro (PSL),1,5,Evangélica y Pentecostal,9,Algunas veces a la semana,NA,No sabe,SOMBRIO,no,no,no
Urbano,44,Mujer,5,6,7,Jair Bolsonaro (PSL),1,7,Espírita Kardecista,NA,Algunas veces a la semana,1,A Favor,PORTO ALEGRE,no,no,no
Urbano,27,Hombre,7,5,5,No Aplica,10,8,Otro,4,Algunas veces al mes,1,En contra,ALTO PIQUIRI,no,no,no
Urbano,30,Hombre,6,4,5,No Aplica,2,17,Católico,15,Diariamente,8,A Favor,MATELÂNDIA,no,no,no
Urbano,78,Hombre,6,1,6,No Aplica,10,0,Otro,10,Diariamente,1,A Favor,CURITIBA,yes,no,no
Urbano,50,Hombre,5,2,3,Fernando Haddad (PT),9,15,Católico,11,Diariamente,7,En contra,CURITIBA,no,yes,no
Urbano,37,Hombre,3,1,4,Jair Bolsonaro (PSL),1,11,Católico,14,Diariamente,5,En contra,CURITIBA,no,no,yes
Rural,67,Mujer,7,3,7,No responde,1,NA,Católico,NA,Diariamente,10,En contra,CAÇAPAVA DO SUL,no,no,no
Urbano,45,Hombre,6,1,6,Jair Bolsonaro (PSL),1,11,Católico,12,Algunas veces a la semana,9,A Favor,PORTO ALEGRE,yes,no,no
Urbano,43,Mujer,7,1,7,Jair Bolsonaro (PSL),8,8,"Protestante, Protestante Tradicional o Protestante no Evangélico",3,Diariamente,1,A Favor,LONDRINA,no,yes,no
Urbano,38,Hombre,5,1,5,Jair Bolsonaro (PSL),1,11,Católico,16,Diariamente,5,A Favor,PORTO ALEGRE,yes,no,no
Urbano,50,Mujer,3,2,3,Jair Bolsonaro (PSL),6,4,Católico,4,Diariamente,9,A Favor,MATELÂNDIA,NA,NA,NA
Urbano,39,Hombre,5,3,5,Jair Bolsonaro (PSL),5,11,Católico,15,Diariamente,9,A Favor,GUAÍBA,no,no,no
Urbano,20,Hombre,4,2,2,No Aplica,1,8,Evangélica y Pentecostal,4,Algunas veces a la semana,5,A Favor,MATELÂNDIA,no,yes,no
